# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-04-22 18:06:03 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15290000 L SUSITNA R NR PALMER AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15290000
#            TS   parameter     statistic     Description
#           783       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=15290000&ts_ids=783]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	783_00060_00003	783_00060_00003_cd
USGS	15290000	1987-11-06	68.0	A
USGS	15290000	1987-11-07	66.0	A
USGS	15290000	1987-11-08	64.0	A
USGS	15290000	1987-11-09	66.0	A
USGS	15290000	1987-11-10	68.0	A
USGS	15290000	1987-11-11	66.0	A
USGS	15290000	1987-11-12	62.0	A
USGS	15290000	1987-11-13	58.0	A
USGS	15290000	1987-11-14	56.0	A
USGS	15290000	1987-11-15	60.0	A
USGS	15290000	1987-11-16	62.0	A
USGS	15290000	1987-11-17	58.0	A
USGS	15290000	1987-11-18	56.0	A
USGS	15290000	1987-11-19	54.0	A
USGS	15290000	1987-11-20	54.0	A
USGS	15290000	1987-11-21	54.0	A
USGS	15290000	1987-11-22	54.0	A
USGS	15290000	1987-11-23	54.0	A
USGS	15290000	1987-11-24	54.0	A
USGS	15290000	1987-11-25	52.0	A
USGS	15290000	1987-11-26	52.0	A
USGS	15290000	1987-11-27	50.0	A
USGS	15290000	1987-11-28	50.0	A
USGS	15290000	1987-11-29	50.0	A
USGS	15290000	1987-11-30	49.0	A
USGS	15290000	1987-12-01	48.0	A
USGS	15290000	1987-12-02	47.0	A
USGS	15290000	1987-12-03	46.0	A
USGS	15290000	1987-12-04	46.0	A
USGS	15290000	1987-12-05	45.0	A
USGS	15290000	1987-12-06	44.0	A
USGS	15290000	1987-12-07	44.0	A
USGS	15290000	1987-12-08	43.0	A
USGS	15290000	1987-12-09	43.0	A
USGS	15290000	1987-12-10	42.0	A
USGS	15290000	1987-12-11	42.0	A
USGS	15290000	1987-12-12	42.0	A
USGS	15290000	1987-12-13	41.0	A
USGS	15290000	1987-12-14	41.0	A
USGS	15290000	1987-12-15	40.0	A
USGS	15290000	1987-12-16	40.0	A
USGS	15290000	1987-12-17	40.0	A
USGS	15290000	1987-12-18	40.0	A
USGS	15290000	1987-12-19	39.0	A
USGS	15290000	1987-12-20	39.0	A
USGS	15290000	1987-12-21	39.0	A
USGS	15290000	1987-12-22	38.0	A
USGS	15290000	1987-12-23	38.0	A
USGS	15290000	1987-12-24	38.0	A
USGS	15290000	1987-12-25	38.0	A
USGS	15290000	1987-12-26	38.0	A
USGS	15290000	1987-12-27	38.0	A
USGS	15290000	1987-12-28	50.0	A
USGS	15290000	1987-12-29	40.0	A
USGS	15290000	1987-12-30	35.0	A
USGS	15290000	1987-12-31	35.0	A
USGS	15290000	1988-01-01	35.0	A
USGS	15290000	1988-01-02	34.0	A
USGS	15290000	1988-01-03	34.0	A
USGS	15290000	1988-01-04	34.0	A
USGS	15290000	1988-01-05	34.0	A
USGS	15290000	1988-01-06	36.0	A
USGS	15290000	1988-01-07	36.0	A
USGS	15290000	1988-01-08	36.0	A
USGS	15290000	1988-01-09	36.0	A
USGS	15290000	1988-01-10	34.0	A
USGS	15290000	1988-01-11	34.0	A
USGS	15290000	1988-01-12	34.0	A
USGS	15290000	1988-01-13	32.0	A
USGS	15290000	1988-01-14	32.0	A
USGS	15290000	1988-01-15	32.0	A
USGS	15290000	1988-01-16	32.0	A
USGS	15290000	1988-01-17	32.0	A
USGS	15290000	1988-01-18	30.0	A
USGS	15290000	1988-01-19	30.0	A
USGS	15290000	1988-01-20	30.0	A
USGS	15290000	1988-01-21	30.0	A
USGS	15290000	1988-01-22	30.0	A
USGS	15290000	1988-01-23	30.0	A
USGS	15290000	1988-01-24	30.0	A
USGS	15290000	1988-01-25	30.0	A
USGS	15290000	1988-01-26	28.0	A
USGS	15290000	1988-01-27	28.0	A
USGS	15290000	1988-01-28	28.0	A
USGS	15290000	1988-01-29	26.0	A
USGS	15290000	1988-01-30	26.0	A
USGS	15290000	1988-01-31	26.0	A
USGS	15290000	1988-02-01	26.0	A
USGS	15290000	1988-02-02	26.0	A
USGS	15290000	1988-02-03	26.0	A
USGS	15290000	1988-02-04	24.0	A
USGS	15290000	1988-02-05	24.0	A
USGS	15290000	1988-02-06	24.0	A
USGS	15290000	1988-02-07	24.0	A
USGS	15290000	1988-02-08	24.0	A
USGS	15290000	1988-02-09	24.0	A
USGS	15290000	1988-02-10	24.0	A
USGS	15290000	1988-02-11	24.0	A
USGS	15290000	1988-02-12	24.0	A
USGS	15290000	1988-02-13	24.0	A
USGS	15290000	1988-02-14	24.0	A
USGS	15290000	1988-02-15	22.0	A
USGS	15290000	1988-02-16	22.0	A
USGS	15290000	1988-02-17	22.0	A
USGS	15290000	1988-02-18	22.0	A
USGS	15290000	1988-02-19	22.0	A
USGS	15290000	1988-02-20	21.0	A
USGS	15290000	1988-02-21	21.0	A
USGS	15290000	1988-02-22	21.0	A
USGS	15290000	1988-02-23	21.0	A
USGS	15290000	1988-02-24	21.0	A
USGS	15290000	1988-02-25	21.0	A
USGS	15290000	1988-02-26	21.0	A
USGS	15290000	1988-02-27	21.0	A
USGS	15290000	1988-02-28	21.0	A
USGS	15290000	1988-02-29	21.0	A
USGS	15290000	1988-03-01	21.0	A
USGS	15290000	1988-03-02	21.0	A
USGS	15290000	1988-03-03	21.0	A
USGS	15290000	1988-03-04	21.0	A
USGS	15290000	1988-03-05	21.0	A
USGS	15290000	1988-03-06	22.0	A
USGS	15290000	1988-03-07	22.0	A
USGS	15290000	1988-03-08	22.0	A
USGS	15290000	1988-03-09	23.0	A
USGS	15290000	1988-03-10	24.0	A
USGS	15290000	1988-03-11	24.0	A
USGS	15290000	1988-03-12	24.0	A
USGS	15290000	1988-03-13	24.0	A
USGS	15290000	1988-03-14	24.0	A
USGS	15290000	1988-03-15	24.0	A
USGS	15290000	1988-03-16	24.0	A
USGS	15290000	1988-03-17	24.0	A
USGS	15290000	1988-03-18	24.0	A
USGS	15290000	1988-03-19	24.0	A
USGS	15290000	1988-03-20	25.0	A
USGS	15290000	1988-03-21	25.0	A
USGS	15290000	1988-03-22	25.0	A
USGS	15290000	1988-03-23	25.0	A
USGS	15290000	1988-03-24	25.0	A
USGS	15290000	1988-03-25	25.0	A
USGS	15290000	1988-03-26	25.0	A
USGS	15290000	1988-03-27	25.0	A
USGS	15290000	1988-03-28	25.0	A
USGS	15290000	1988-03-29	25.0	A
USGS	15290000	1988-03-30	25.0	A
USGS	15290000	1988-03-31	25.0	A
USGS	15290000	1988-04-01	25.0	A
USGS	15290000	1988-04-02	25.0	A
USGS	15290000	1988-04-03	25.0	A
USGS	15290000	1988-04-04	26.0	A
USGS	15290000	1988-04-05	28.0	A
USGS	15290000	1988-04-06	29.0	A
USGS	15290000	1988-04-07	27.0	A
USGS	15290000	1988-04-08	26.0	A
USGS	15290000	1988-04-09	25.0	A
USGS	15290000	1988-04-10	25.0	A
USGS	15290000	1988-04-11	25.0	A
USGS	15290000	1988-04-12	25.0	A
USGS	15290000	1988-04-13	25.0	A
USGS	15290000	1988-04-14	25.0	A
USGS	15290000	1988-04-15	25.0	A
USGS	15290000	1988-04-16	25.0	A
USGS	15290000	1988-04-17	25.0	A
USGS	15290000	1988-04-18	25.0	A
USGS	15290000	1988-04-19	25.0	A
USGS	15290000	1988-04-20	25.0	A
USGS	15290000	1988-04-21	26.0	A
USGS	15290000	1988-04-22	28.0	A
USGS	15290000	1988-04-23	32.0	A
USGS	15290000	1988-04-24	33.0	A
USGS	15290000	1988-04-25	26.0	A
USGS	15290000	1988-04-26	35.0	A
USGS	15290000	1988-04-27	38.0	A
USGS	15290000	1988-04-28	45.0	A
USGS	15290000	1988-04-29	43.0	A
USGS	15290000	1988-04-30	39.0	A
USGS	15290000	1988-05-01	39.0	A
USGS	15290000	1988-05-02	43.0	A
USGS	15290000	1988-05-03	48.0	A
USGS	15290000	1988-05-04	47.0	A
USGS	15290000	1988-05-05	50.0	A
USGS	15290000	1988-05-06	57.0	A
USGS	15290000	1988-05-07	67.0	A
USGS	15290000	1988-05-08	89.0	A
USGS	15290000	1988-05-09	112	A
USGS	15290000	1988-05-10	126	A
USGS	15290000	1988-05-11	190	A
USGS	15290000	1988-05-12	230	A
USGS	15290000	1988-05-13	240	A
USGS	15290000	1988-05-14	230	A
USGS	15290000	1988-05-15	210	A
USGS	15290000	1988-05-16	190	A
USGS	15290000	1988-05-17	200	A
USGS	15290000	1988-05-18	210	A
USGS	15290000	1988-05-19	220	A
USGS	15290000	1988-05-20	230	A
USGS	15290000	1988-05-21	250	A
USGS	15290000	1988-05-22	270	A
USGS	15290000	1988-05-23	300	A
USGS	15290000	1988-05-24	320	A
USGS	15290000	1988-05-25	330	A
USGS	15290000	1988-05-26	340	A
USGS	15290000	1988-05-27	360	A
USGS	15290000	1988-05-28	380	A
USGS	15290000	1988-05-29	390	A
USGS	15290000	1988-05-30	380	A
USGS	15290000	1988-05-31	360	A
USGS	15290000	1988-06-01	350	A
USGS	15290000	1988-06-02	339	A
USGS	15290000	1988-06-03	427	A
USGS	15290000	1988-06-04	551	A
USGS	15290000	1988-06-05	576	A
USGS	15290000	1988-06-06	714	A
USGS	15290000	1988-06-07	674	A
USGS	15290000	1988-06-08	669	A
USGS	15290000	1988-06-09	731	A
USGS	15290000	1988-06-10	758	A
USGS	15290000	1988-06-11	691	A
USGS	15290000	1988-06-12	640	A
USGS	15290000	1988-06-13	654	A
USGS	15290000	1988-06-14	677	A
USGS	15290000	1988-06-15	672	A
USGS	15290000	1988-06-16	628	A
USGS	15290000	1988-06-17	609	A
USGS	15290000	1988-06-18	617	A
USGS	15290000	1988-06-19	546	A
USGS	15290000	1988-06-20	492	A
USGS	15290000	1988-06-21	429	A
USGS	15290000	1988-06-22	471	A
USGS	15290000	1988-06-23	459	A
USGS	15290000	1988-06-24	413	A
USGS	15290000	1988-06-25	442	A
USGS	15290000	1988-06-26	544	A
USGS	15290000	1988-06-27	526	A
USGS	15290000	1988-06-28	525	A
USGS	15290000	1988-06-29	530	A
USGS	15290000	1988-06-30	545	A
USGS	15290000	1988-07-01	537	A
USGS	15290000	1988-07-02	534	A
USGS	15290000	1988-07-03	495	A
USGS	15290000	1988-07-04	495	A
USGS	15290000	1988-07-05	459	A
USGS	15290000	1988-07-06	374	A
USGS	15290000	1988-07-07	341	A
USGS	15290000	1988-07-08	323	A
USGS	15290000	1988-07-09	384	A
USGS	15290000	1988-07-10	460	A
USGS	15290000	1988-07-11	402	A
USGS	15290000	1988-07-12	387	A
USGS	15290000	1988-07-13	372	A
USGS	15290000	1988-07-14	341	A
USGS	15290000	1988-07-15	357	A
USGS	15290000	1988-07-16	352	A
USGS	15290000	1988-07-17	313	A
USGS	15290000	1988-07-18	296	A
USGS	15290000	1988-07-19	290	A
USGS	15290000	1988-07-20	289	A
USGS	15290000	1988-07-21	459	A
USGS	15290000	1988-07-22	512	A
USGS	15290000	1988-07-23	625	A
USGS	15290000	1988-07-24	543	A
USGS	15290000	1988-07-25	473	A
USGS	15290000	1988-07-26	413	A
USGS	15290000	1988-07-27	357	A
USGS	15290000	1988-07-28	338	A
USGS	15290000	1988-07-29	313	A
USGS	15290000	1988-07-30	311	A
USGS	15290000	1988-07-31	279	A
USGS	15290000	1988-08-01	276	A
USGS	15290000	1988-08-02	261	A
USGS	15290000	1988-08-03	252	A
USGS	15290000	1988-08-04	243	A
USGS	15290000	1988-08-05	233	A
USGS	15290000	1988-08-06	227	A
USGS	15290000	1988-08-07	233	A
USGS	15290000	1988-08-08	226	A
USGS	15290000	1988-08-09	220	A
USGS	15290000	1988-08-10	209	A
USGS	15290000	1988-08-11	514	A
USGS	15290000	1988-08-12	663	A
USGS	15290000	1988-08-13	469	A
USGS	15290000	1988-08-14	377	A
USGS	15290000	1988-08-15	333	A
USGS	15290000	1988-08-16	309	A
USGS	15290000	1988-08-17	289	A
USGS	15290000	1988-08-18	266	A
USGS	15290000	1988-08-19	248	A
USGS	15290000	1988-08-20	236	A
USGS	15290000	1988-08-21	220	A
USGS	15290000	1988-08-22	269	A
USGS	15290000	1988-08-23	254	A
USGS	15290000	1988-08-24	220	A
USGS	15290000	1988-08-25	215	A
USGS	15290000	1988-08-26	311	A
USGS	15290000	1988-08-27	264	A
USGS	15290000	1988-08-28	259	A
USGS	15290000	1988-08-29	251	A
USGS	15290000	1988-08-30	309	A
USGS	15290000	1988-08-31	269	A
USGS	15290000	1988-09-01	245	A
USGS	15290000	1988-09-02	220	A
USGS	15290000	1988-09-03	209	A
USGS	15290000	1988-09-04	262	A
USGS	15290000	1988-09-05	249	A
USGS	15290000	1988-09-06	233	A
USGS	15290000	1988-09-07	220	A
USGS	15290000	1988-09-08	208	A
USGS	15290000	1988-09-09	198	A
USGS	15290000	1988-09-10	193	A
USGS	15290000	1988-09-11	184	A
USGS	15290000	1988-09-12	176	A
USGS	15290000	1988-09-13	170	A
USGS	15290000	1988-09-14	165	A
USGS	15290000	1988-09-15	156	A
USGS	15290000	1988-09-16	150	A
USGS	15290000	1988-09-17	146	A
USGS	15290000	1988-09-18	141	A
USGS	15290000	1988-09-19	138	A
USGS	15290000	1988-09-20	260	A
USGS	15290000	1988-09-21	360	A
USGS	15290000	1988-09-22	342	A
USGS	15290000	1988-09-23	287	A
USGS	15290000	1988-09-24	258	A
USGS	15290000	1988-09-25	237	A
USGS	15290000	1988-09-26	221	A
USGS	15290000	1988-09-27	210	A
USGS	15290000	1988-09-28	198	A
USGS	15290000	1988-09-29	187	A
USGS	15290000	1988-09-30	175	A
USGS	15290000	1988-10-01	168	A
USGS	15290000	1988-10-02	166	A
USGS	15290000	1988-10-03	163	A
USGS	15290000	1988-10-04	183	A
USGS	15290000	1988-10-05	213	A
USGS	15290000	1988-10-06	210	A
USGS	15290000	1988-10-07	195	A
USGS	15290000	1988-10-08	207	A
USGS	15290000	1988-10-09	192	A
USGS	15290000	1988-10-10	180	A
USGS	15290000	1988-10-11	176	A
USGS	15290000	1988-10-12	170	A
USGS	15290000	1988-10-13	164	A
USGS	15290000	1988-10-14	148	A
USGS	15290000	1988-10-15	130	A
USGS	15290000	1988-10-16	120	A
USGS	15290000	1988-10-17	120	A
USGS	15290000	1988-10-18	120	A
USGS	15290000	1988-10-19	120	A
USGS	15290000	1988-10-20	115	A
USGS	15290000	1988-10-21	110	A
USGS	15290000	1988-10-22	105	A
USGS	15290000	1988-10-23	100	A
USGS	15290000	1988-10-24	100	A
USGS	15290000	1988-10-25	100	A
USGS	15290000	1988-10-26	95.0	A
USGS	15290000	1988-10-27	95.0	A
USGS	15290000	1988-10-28	90.0	A
USGS	15290000	1988-10-29	90.0	A
USGS	15290000	1988-10-30	90.0	A
USGS	15290000	1988-10-31	90.0	A
USGS	15290000	1988-11-01	85.0	A
USGS	15290000	1988-11-02	85.0	A
USGS	15290000	1988-11-03	80.0	A
USGS	15290000	1988-11-04	80.0	A
USGS	15290000	1988-11-05	80.0	A
USGS	15290000	1988-11-06	80.0	A
USGS	15290000	1988-11-07	80.0	A
USGS	15290000	1988-11-08	80.0	A
USGS	15290000	1988-11-09	75.0	A
USGS	15290000	1988-11-10	75.0	A
USGS	15290000	1988-11-11	75.0	A
USGS	15290000	1988-11-12	70.0	A
USGS	15290000	1988-11-13	70.0	A
USGS	15290000	1988-11-14	70.0	A
USGS	15290000	1988-11-15	70.0	A
USGS	15290000	1988-11-16	65.0	A
USGS	15290000	1988-11-17	65.0	A
USGS	15290000	1988-11-18	60.0	A
USGS	15290000	1988-11-19	60.0	A
USGS	15290000	1988-11-20	60.0	A
USGS	15290000	1988-11-21	60.0	A
USGS	15290000	1988-11-22	60.0	A
USGS	15290000	1988-11-23	55.0	A
USGS	15290000	1988-11-24	55.0	A
USGS	15290000	1988-11-25	55.0	A
USGS	15290000	1988-11-26	55.0	A
USGS	15290000	1988-11-27	55.0	A
USGS	15290000	1988-11-28	55.0	A
USGS	15290000	1988-11-29	55.0	A
USGS	15290000	1988-11-30	55.0	A
USGS	15290000	1988-12-01	50.0	A
USGS	15290000	1988-12-02	50.0	A
USGS	15290000	1988-12-03	50.0	A
USGS	15290000	1988-12-04	50.0	A
USGS	15290000	1988-12-05	50.0	A
USGS	15290000	1988-12-06	50.0	A
USGS	15290000	1988-12-07	48.0	A
USGS	15290000	1988-12-08	48.0	A
USGS	15290000	1988-12-09	48.0	A
USGS	15290000	1988-12-10	48.0	A
USGS	15290000	1988-12-11	46.0	A
USGS	15290000	1988-12-12	46.0	A
USGS	15290000	1988-12-13	46.0	A
USGS	15290000	1988-12-14	46.0	A
USGS	15290000	1988-12-15	46.0	A
USGS	15290000	1988-12-16	46.0	A
USGS	15290000	1988-12-17	46.0	A
USGS	15290000	1988-12-18	46.0	A
USGS	15290000	1988-12-19	46.0	A
USGS	15290000	1988-12-20	46.0	A
USGS	15290000	1988-12-21	44.0	A
USGS	15290000	1988-12-22	44.0	A
USGS	15290000	1988-12-23	44.0	A
USGS	15290000	1988-12-24	42.0	A
USGS	15290000	1988-12-25	42.0	A
USGS	15290000	1988-12-26	40.0	A
USGS	15290000	1988-12-27	40.0	A
USGS	15290000	1988-12-28	40.0	A
USGS	15290000	1988-12-29	38.0	A
USGS	15290000	1988-12-30	38.0	A
USGS	15290000	1988-12-31	38.0	A
USGS	15290000	1989-01-01	38.0	A
USGS	15290000	1989-01-02	38.0	A
USGS	15290000	1989-01-03	36.0	A
USGS	15290000	1989-01-04	36.0	A
USGS	15290000	1989-01-05	36.0	A
USGS	15290000	1989-01-06	36.0	A
USGS	15290000	1989-01-07	34.0	A
USGS	15290000	1989-01-08	34.0	A
USGS	15290000	1989-01-09	34.0	A
USGS	15290000	1989-01-10	34.0	A
USGS	15290000	1989-01-11	34.0	A
USGS	15290000	1989-01-12	34.0	A
USGS	15290000	1989-01-13	34.0	A
USGS	15290000	1989-01-14	32.0	A
USGS	15290000	1989-01-15	32.0	A
USGS	15290000	1989-01-16	32.0	A
USGS	15290000	1989-01-17	32.0	A
USGS	15290000	1989-01-18	32.0	A
USGS	15290000	1989-01-19	32.0	A
USGS	15290000	1989-01-20	32.0	A
USGS	15290000	1989-01-21	32.0	A
USGS	15290000	1989-01-22	32.0	A
USGS	15290000	1989-01-23	32.0	A
USGS	15290000	1989-01-24	32.0	A
USGS	15290000	1989-01-25	32.0	A
USGS	15290000	1989-01-26	32.0	A
USGS	15290000	1989-01-27	32.0	A
USGS	15290000	1989-01-28	30.0	A
USGS	15290000	1989-01-29	30.0	A
USGS	15290000	1989-01-30	30.0	A
USGS	15290000	1989-01-31	30.0	A
USGS	15290000	1989-02-01	30.0	A
USGS	15290000	1989-02-02	30.0	A
USGS	15290000	1989-02-03	30.0	A
USGS	15290000	1989-02-04	30.0	A
USGS	15290000	1989-02-05	30.0	A
USGS	15290000	1989-02-06	30.0	A
USGS	15290000	1989-02-07	30.0	A
USGS	15290000	1989-02-08	30.0	A
USGS	15290000	1989-02-09	28.0	A
USGS	15290000	1989-02-10	28.0	A
USGS	15290000	1989-02-11	28.0	A
USGS	15290000	1989-02-12	28.0	A
USGS	15290000	1989-02-13	28.0	A
USGS	15290000	1989-02-14	28.0	A
USGS	15290000	1989-02-15	28.0	A
USGS	15290000	1989-02-16	28.0	A
USGS	15290000	1989-02-17	26.0	A
USGS	15290000	1989-02-18	26.0	A
USGS	15290000	1989-02-19	26.0	A
USGS	15290000	1989-02-20	26.0	A
USGS	15290000	1989-02-21	26.0	A
USGS	15290000	1989-02-22	26.0	A
USGS	15290000	1989-02-23	26.0	A
USGS	15290000	1989-02-24	26.0	A
USGS	15290000	1989-02-25	26.0	A
USGS	15290000	1989-02-26	26.0	A
USGS	15290000	1989-02-27	26.0	A
USGS	15290000	1989-02-28	26.0	A
USGS	15290000	1989-03-01	26.0	A
USGS	15290000	1989-03-02	26.0	A
USGS	15290000	1989-03-03	26.0	A
USGS	15290000	1989-03-04	26.0	A
USGS	15290000	1989-03-05	26.0	A
USGS	15290000	1989-03-06	26.0	A
USGS	15290000	1989-03-07	26.0	A
USGS	15290000	1989-03-08	26.0	A
USGS	15290000	1989-03-09	26.0	A
USGS	15290000	1989-03-10	24.0	A
USGS	15290000	1989-03-11	24.0	A
USGS	15290000	1989-03-12	24.0	A
USGS	15290000	1989-03-13	24.0	A
USGS	15290000	1989-03-14	24.0	A
USGS	15290000	1989-03-15	24.0	A
USGS	15290000	1989-03-16	22.0	A
USGS	15290000	1989-03-17	22.0	A
USGS	15290000	1989-03-18	22.0	A
USGS	15290000	1989-03-19	22.0	A
USGS	15290000	1989-03-20	22.0	A
USGS	15290000	1989-03-21	20.0	A
USGS	15290000	1989-03-22	20.0	A
USGS	15290000	1989-03-23	20.0	A
USGS	15290000	1989-03-24	20.0	A
USGS	15290000	1989-03-25	20.0	A
USGS	15290000	1989-03-26	20.0	A
USGS	15290000	1989-03-27	20.0	A
USGS	15290000	1989-03-28	20.0	A
USGS	15290000	1989-03-29	20.0	A
USGS	15290000	1989-03-30	20.0	A
USGS	15290000	1989-03-31	20.0	A
USGS	15290000	1989-04-01	20.0	A
USGS	15290000	1989-04-02	20.0	A
USGS	15290000	1989-04-03	22.0	A
USGS	15290000	1989-04-04	22.0	A
USGS	15290000	1989-04-05	22.0	A
USGS	15290000	1989-04-06	22.0	A
USGS	15290000	1989-04-07	22.0	A
USGS	15290000	1989-04-08	22.0	A
USGS	15290000	1989-04-09	22.0	A
USGS	15290000	1989-04-10	22.0	A
USGS	15290000	1989-04-11	24.0	A
USGS	15290000	1989-04-12	24.0	A
USGS	15290000	1989-04-13	24.0	A
USGS	15290000	1989-04-14	26.0	A
USGS	15290000	1989-04-15	26.0	A
USGS	15290000	1989-04-16	26.0	A
USGS	15290000	1989-04-17	28.0	A
USGS	15290000	1989-04-18	28.0	A
USGS	15290000	1989-04-19	28.0	A
USGS	15290000	1989-04-20	30.0	A
USGS	15290000	1989-04-21	32.0	A
USGS	15290000	1989-04-22	34.0	A
USGS	15290000	1989-04-23	36.0	A
USGS	15290000	1989-04-24	38.0	A
USGS	15290000	1989-04-25	50.0	A
USGS	15290000	1989-04-26	60.0	A
USGS	15290000	1989-04-27	70.0	A
USGS	15290000	1989-04-28	75.0	A
USGS	15290000	1989-04-29	80.0	A
USGS	15290000	1989-04-30	85.0	A
USGS	15290000	1989-05-01	107	A
USGS	15290000	1989-05-02	129	A
USGS	15290000	1989-05-03	143	A
USGS	15290000	1989-05-04	133	A
USGS	15290000	1989-05-05	126	A
USGS	15290000	1989-05-06	117	A
USGS	15290000	1989-05-07	118	A
USGS	15290000	1989-05-08	129	A
USGS	15290000	1989-05-09	147	A
USGS	15290000	1989-05-10	161	A
USGS	15290000	1989-05-11	170	A
USGS	15290000	1989-05-12	147	A
USGS	15290000	1989-05-13	142	A
USGS	15290000	1989-05-14	140	A
USGS	15290000	1989-05-15	134	A
USGS	15290000	1989-05-16	141	A
USGS	15290000	1989-05-17	162	A
USGS	15290000	1989-05-18	153	A
USGS	15290000	1989-05-19	157	A
USGS	15290000	1989-05-20	193	A
USGS	15290000	1989-05-21	222	A
USGS	15290000	1989-05-22	205	A
USGS	15290000	1989-05-23	208	A
USGS	15290000	1989-05-24	215	A
USGS	15290000	1989-05-25	222	A
USGS	15290000	1989-05-26	234	A
USGS	15290000	1989-05-27	313	A
USGS	15290000	1989-05-28	379	A
USGS	15290000	1989-05-29	434	A
USGS	15290000	1989-05-30	536	A
USGS	15290000	1989-05-31	506	A
USGS	15290000	1989-06-01	421	A
USGS	15290000	1989-06-02	352	A
USGS	15290000	1989-06-03	362	A
USGS	15290000	1989-06-04	435	A
USGS	15290000	1989-06-05	522	A
USGS	15290000	1989-06-06	529	A
USGS	15290000	1989-06-07	541	A
USGS	15290000	1989-06-08	552	A
USGS	15290000	1989-06-09	613	A
USGS	15290000	1989-06-10	557	A
USGS	15290000	1989-06-11	592	A
USGS	15290000	1989-06-12	605	A
USGS	15290000	1989-06-13	606	A
USGS	15290000	1989-06-14	772	A
USGS	15290000	1989-06-15	770	A
USGS	15290000	1989-06-16	633	A
USGS	15290000	1989-06-17	617	A
USGS	15290000	1989-06-18	672	A
USGS	15290000	1989-06-19	681	A
USGS	15290000	1989-06-20	699	A
USGS	15290000	1989-06-21	716	A
USGS	15290000	1989-06-22	683	A
USGS	15290000	1989-06-23	664	A
USGS	15290000	1989-06-24	885	A
USGS	15290000	1989-06-25	676	A
USGS	15290000	1989-06-26	632	A
USGS	15290000	1989-06-27	683	A
USGS	15290000	1989-06-28	740	A
USGS	15290000	1989-06-29	742	A
USGS	15290000	1989-06-30	789	A
USGS	15290000	1989-07-01	868	A
USGS	15290000	1989-07-02	801	A
USGS	15290000	1989-07-03	706	A
USGS	15290000	1989-07-04	687	A
USGS	15290000	1989-07-05	640	A
USGS	15290000	1989-07-06	587	A
USGS	15290000	1989-07-07	534	A
USGS	15290000	1989-07-08	520	A
USGS	15290000	1989-07-09	507	A
USGS	15290000	1989-07-10	485	A
USGS	15290000	1989-07-11	481	A
USGS	15290000	1989-07-12	443	A
USGS	15290000	1989-07-13	422	A
USGS	15290000	1989-07-14	418	A
USGS	15290000	1989-07-15	358	A
USGS	15290000	1989-07-16	323	A
USGS	15290000	1989-07-17	300	A
USGS	15290000	1989-07-18	289	A
USGS	15290000	1989-07-19	300	A
USGS	15290000	1989-07-20	334	A
USGS	15290000	1989-07-21	341	A
USGS	15290000	1989-07-22	360	A
USGS	15290000	1989-07-23	332	A
USGS	15290000	1989-07-24	409	A
USGS	15290000	1989-07-25	355	A
USGS	15290000	1989-07-26	301	A
USGS	15290000	1989-07-27	268	A
USGS	15290000	1989-07-28	252	A
USGS	15290000	1989-07-29	268	A
USGS	15290000	1989-07-30	309	A
USGS	15290000	1989-07-31	294	A
USGS	15290000	1989-08-01	427	A
USGS	15290000	1989-08-02	429	A
USGS	15290000	1989-08-03	348	A
USGS	15290000	1989-08-04	324	A
USGS	15290000	1989-08-05	318	A
USGS	15290000	1989-08-06	332	A
USGS	15290000	1989-08-07	579	A
USGS	15290000	1989-08-08	425	A
USGS	15290000	1989-08-09	365	A
USGS	15290000	1989-08-10	396	A
USGS	15290000	1989-08-11	502	A
USGS	15290000	1989-08-12	450	A
USGS	15290000	1989-08-13	407	A
USGS	15290000	1989-08-14	364	A
USGS	15290000	1989-08-15	327	A
USGS	15290000	1989-08-16	301	A
USGS	15290000	1989-08-17	284	A
USGS	15290000	1989-08-18	269	A
USGS	15290000	1989-08-19	252	A
USGS	15290000	1989-08-20	247	A
USGS	15290000	1989-08-21	242	A
USGS	15290000	1989-08-22	226	A
USGS	15290000	1989-08-23	217	A
USGS	15290000	1989-08-24	230	A
USGS	15290000	1989-08-25	227	A
USGS	15290000	1989-08-26	390	A
USGS	15290000	1989-08-27	546	A
USGS	15290000	1989-08-28	468	A
USGS	15290000	1989-08-29	423	A
USGS	15290000	1989-08-30	382	A
USGS	15290000	1989-08-31	333	A
USGS	15290000	1989-09-01	298	A
USGS	15290000	1989-09-02	280	A
