"site","date","year","jday","timing","resid.sig","peak"
"SUKUNKA RIVER NEAR THE MOUTH",2009-07-08,2009,189,33,0.575570219762602,156
"SUKUNKA RIVER NEAR THE MOUTH",2010-09-26,2010,269,113,0.777883930369405,156
"SUKUNKA RIVER NEAR THE MOUTH",2011-09-24,2011,267,111,0.614540045183192,156
"SUKUNKA RIVER NEAR THE MOUTH",2012-10-15,2012,289,133,0.365314477506938,156
"SUKUNKA RIVER NEAR THE MOUTH",2013-05-13,2013,133,-23,0.522022487078812,156
"SUKUNKA RIVER NEAR THE MOUTH",2014-10-21,2014,294,138,0.290156060657088,156
"SUKUNKA RIVER NEAR THE MOUTH",2015-03-28,2015,87,-69,0.707733382517822,156
"SUKUNKA RIVER NEAR THE MOUTH",2016-04-19,2016,110,-46,0.61305044155824,156
"SUKUNKA RIVER NEAR THE MOUTH",2017-10-25,2017,298,142,0.870229649378888,156
"SUKUNKA RIVER NEAR THE MOUTH",2018-07-21,2018,202,46,0.820238061141043,156
"SUKUNKA RIVER NEAR THE MOUTH",2019-08-19,2019,231,75,0.698213251573678,156
"SUKUNKA RIVER NEAR THE MOUTH",2020-07-03,2020,185,29,0.665665042183379,156
"SUKUNKA RIVER NEAR THE MOUTH",2021-09-22,2021,265,109,0.540069493923868,156
"SUKUNKA RIVER NEAR THE MOUTH",2022-06-18,2022,169,13,0.31721613002582,156
"DICKEBUSCH CREEK NEAR THE MOUTH",2000-09-05,2000,249,101,7.71332442225645,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2001-07-18,2001,199,51,13.5067218758394,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2002-05-14,2002,134,-14,2.40116090595732,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2003-04-30,2003,120,-28,2.28329318371949,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2004-09-22,2004,266,118,5.26042401290445,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2005-05-06,2005,126,-22,4.87163116369339,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2006-07-30,2006,211,63,0.705429635681099,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2007-05-04,2007,124,-24,3.31039965364256,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2008-05-25,2008,146,-2,2.35139404724609,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2009-07-07,2009,188,40,9.48802226051303,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2010-05-21,2010,141,-7,3.21511731743171,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2011-07-09,2011,190,42,10.5111751878113,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2012-06-07,2012,159,11,2.51203705119486,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2013-05-31,2013,151,3,4.3062237999469,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2014-05-01,2014,121,-27,0.846813019818717,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2015-06-20,2015,171,23,5.19435843119132,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2016-06-16,2016,168,20,8.19740315559422,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2017-10-25,2017,298,150,4.90952452571868,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2018-07-21,2018,202,54,9.01533926897847,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2019-08-09,2019,221,73,4.36857686534475,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2020-07-02,2020,184,36,8.90403649148785,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2021-05-28,2021,148,0,1.37955414248699,148
"DICKEBUSCH CREEK NEAR THE MOUTH",2022-05-29,2022,149,1,5.48875815675792,148
"MOBERLY RIVER NEAR FORT ST. JOHN",2000-09-12,2000,256,92,1.05024362318571,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2001-07-24,2001,205,41,0.921779007741651,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2002-06-01,2002,152,-12,0.335509125575643,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2003-03-01,2003,60,-104,0.127433780415879,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2004-09-23,2004,267,103,1.33248057367968,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2005-04-28,2005,118,-46,0.75492186672188,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2006-03-05,2006,64,-100,0.053461870894037,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2007-08-30,2007,242,78,0.619702712227275,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2008-05-31,2008,152,-12,0.338127041869603,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2009-07-14,2009,195,31,0.49122666076921,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2010-05-02,2010,122,-42,0.329050925681129,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2011-06-28,2011,179,15,0.933416321412709,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2012-06-10,2012,162,-2,0.288853628699643,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2013-05-15,2013,135,-29,0.45790643996217,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2014-05-02,2014,122,-42,0.301243165469944,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2015-04-29,2015,119,-45,0.523164547463061,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2016-09-06,2016,250,86,1.27201977100706,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2017-05-13,2017,133,-31,0.917153150126365,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2018-05-03,2018,123,-41,0.972091018458688,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2019-04-13,2019,103,-61,0.852966403762396,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2020-07-07,2020,189,25,0.724822176492633,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2021-05-10,2021,130,-34,0.295651405566914,164
"MOBERLY RIVER NEAR FORT ST. JOHN",2022-05-29,2022,149,-15,0.57717967944734,164
"KISKATINAW RIVER NEAR FARMINGTON",2000-09-04,2000,248,109,2.41133048995939,139
"KISKATINAW RIVER NEAR FARMINGTON",2001-07-20,2001,201,62,2.90425478244207,139
"KISKATINAW RIVER NEAR FARMINGTON",2002-05-15,2002,135,-4,0.858881321999014,139
"KISKATINAW RIVER NEAR FARMINGTON",2003-04-16,2003,106,-33,0.865443156706966,139
"KISKATINAW RIVER NEAR FARMINGTON",2004-09-20,2004,264,125,2.28572673205413,139
"KISKATINAW RIVER NEAR FARMINGTON",2005-04-10,2005,100,-39,1.30458048569994,139
"KISKATINAW RIVER NEAR FARMINGTON",2006-04-06,2006,96,-43,0.655042756636412,139
"KISKATINAW RIVER NEAR FARMINGTON",2007-05-05,2007,125,-14,1.35204644441477,139
"KISKATINAW RIVER NEAR FARMINGTON",2008-08-14,2008,227,88,0.52541527017704,139
"KISKATINAW RIVER NEAR FARMINGTON",2009-07-09,2009,190,51,2.07121945260965,139
"KISKATINAW RIVER NEAR FARMINGTON",2010-04-23,2010,113,-26,1.05206040511053,139
"KISKATINAW RIVER NEAR FARMINGTON",2011-07-10,2011,191,52,2.68039195590599,139
"KISKATINAW RIVER NEAR FARMINGTON",2012-06-09,2012,161,22,0.408156740054529,139
"KISKATINAW RIVER NEAR FARMINGTON",2013-05-07,2013,127,-12,0.90027352544131,139
"KISKATINAW RIVER NEAR FARMINGTON",2014-04-09,2014,99,-40,1.59534173277605,139
"KISKATINAW RIVER NEAR FARMINGTON",2015-06-22,2015,173,34,1.64831068969832,139
"KISKATINAW RIVER NEAR FARMINGTON",2016-06-16,2016,168,29,2.81859798383736,139
"KISKATINAW RIVER NEAR FARMINGTON",2017-04-22,2017,112,-27,1.36437533147635,139
"KISKATINAW RIVER NEAR FARMINGTON",2018-07-23,2018,204,65,2.39630463693051,139
"KISKATINAW RIVER NEAR FARMINGTON",2019-08-20,2019,232,93,1.63738416908537,139
"KISKATINAW RIVER NEAR FARMINGTON",2020-07-04,2020,186,47,2.48832449382498,139
"KISKATINAW RIVER NEAR FARMINGTON",2021-05-21,2021,141,2,0.430637375000109,139
"KISKATINAW RIVER NEAR FARMINGTON",2022-05-29,2022,149,10,1.4004149342023,139
"ALCES RIVER AT 22ND BASE LINE",2000-09-06,2000,250,105,3.26055215542088,145
"ALCES RIVER AT 22ND BASE LINE",2001-05-30,2001,150,5,6.99741134084849,145
"ALCES RIVER AT 22ND BASE LINE",2002-05-15,2002,135,-10,3.57110278863685,145
"ALCES RIVER AT 22ND BASE LINE",2003-04-25,2003,115,-30,4.86909277620438,145
"ALCES RIVER AT 22ND BASE LINE",2004-09-19,2004,263,118,6.70413165606245,145
"ALCES RIVER AT 22ND BASE LINE",2005-04-13,2005,103,-42,4.09414698001717,145
"ALCES RIVER AT 22ND BASE LINE",2006-05-24,2006,144,-1,4.4061965275921,145
"ALCES RIVER AT 22ND BASE LINE",2007-05-06,2007,126,-19,5.26979120068965,145
"ALCES RIVER AT 22ND BASE LINE",2008-05-01,2008,122,-23,5.81223610168777,145
"ALCES RIVER AT 22ND BASE LINE",2009-04-21,2009,111,-34,3.82287857237026,145
"ALCES RIVER AT 22ND BASE LINE",2010-04-08,2010,98,-47,1.90709492282906,145
"ALCES RIVER AT 22ND BASE LINE",2011-04-27,2011,117,-28,5.6598466243042,145
"ALCES RIVER AT 22ND BASE LINE",2012-06-08,2012,160,15,2.19010049235235,145
"ALCES RIVER AT 22ND BASE LINE",2013-06-27,2013,178,33,7.03443842303553,145
"ALCES RIVER AT 22ND BASE LINE",2014-04-23,2014,113,-32,7.56449000862592,145
"ALCES RIVER AT 22ND BASE LINE",2015-04-10,2015,100,-45,4.70400128850717,145
"HEART RIVER NEAR NAMPA",2000-07-14,2000,196,69,1.01972233988136,127
"HEART RIVER NEAR NAMPA",2001-08-03,2001,215,88,1.33482526741113,127
"HEART RIVER NEAR NAMPA",2002-10-13,2002,286,159,0.505134771125462,127
"HEART RIVER NEAR NAMPA",2003-04-17,2003,107,-20,4.84715497407344,127
"HEART RIVER NEAR NAMPA",2004-09-24,2004,268,141,2.83793246715642,127
"HEART RIVER NEAR NAMPA",2005-03-11,2005,70,-57,5.33585509273522,127
"HEART RIVER NEAR NAMPA",2006-08-09,2006,221,94,1.86339649652435,127
"HEART RIVER NEAR NAMPA",2007-04-17,2007,107,-20,4.70729155475455,127
"HEART RIVER NEAR NAMPA",2008-04-17,2008,108,-19,2.92932100496108,127
"HEART RIVER NEAR NAMPA",2009-04-13,2009,103,-24,4.49244966579762,127
"HEART RIVER NEAR NAMPA",2010-03-18,2010,77,-50,0.119969469481925,127
"HEART RIVER NEAR NAMPA",2011-07-17,2011,198,71,2.916913994653,127
"HEART RIVER NEAR NAMPA",2012-04-01,2012,92,-35,3.62393796261537,127
"HEART RIVER NEAR NAMPA",2013-04-27,2013,117,-10,4.62712884045198,127
"HEART RIVER NEAR NAMPA",2014-04-11,2014,101,-26,3.76699936442252,127
"HEART RIVER NEAR NAMPA",2015-03-28,2015,87,-40,3.54618026246658,127
"HEART RIVER NEAR NAMPA",2016-04-03,2016,94,-33,2.87945369607572,127
"HEART RIVER NEAR NAMPA",2017-03-29,2017,88,-39,2.76633228743752,127
"HEART RIVER NEAR NAMPA",2018-04-25,2018,115,-12,4.42286502301515,127
"HEART RIVER NEAR NAMPA",2019-03-27,2019,86,-41,3.89321140196919,127
"HEART RIVER NEAR NAMPA",2020-04-21,2020,112,-15,4.86350495313432,127
"HEART RIVER NEAR NAMPA",2021-04-06,2021,96,-31,3.29452168557375,127
"HEART RIVER NEAR NAMPA",2022-03-31,2022,90,-37,3.70859602022849,127
"NOTIKEWIN RIVER AT MANNING",2000-09-05,2000,249,102,2.14489191109806,147
"NOTIKEWIN RIVER AT MANNING",2001-07-26,2001,207,60,1.54487179445902,147
"NOTIKEWIN RIVER AT MANNING",2002-09-07,2002,250,103,1.1579076263976,147
"NOTIKEWIN RIVER AT MANNING",2003-04-25,2003,115,-32,1.73115052611954,147
"NOTIKEWIN RIVER AT MANNING",2004-09-24,2004,268,121,2.24931457178184,147
"NOTIKEWIN RIVER AT MANNING",2005-04-23,2005,113,-34,2.07819913040335,147
"NOTIKEWIN RIVER AT MANNING",2006-04-13,2006,103,-44,1.06752587867946,147
"NOTIKEWIN RIVER AT MANNING",2007-05-07,2007,127,-20,1.90425782764973,147
"NOTIKEWIN RIVER AT MANNING",2008-05-05,2008,126,-21,1.23459862350338,147
"NOTIKEWIN RIVER AT MANNING",2009-05-06,2009,126,-21,0.900256555150451,147
"NOTIKEWIN RIVER AT MANNING",2010-04-24,2010,114,-33,0.877122309943629,147
"NOTIKEWIN RIVER AT MANNING",2011-07-11,2011,192,45,2.22241889382966,147
"NOTIKEWIN RIVER AT MANNING",2012-05-05,2012,126,-21,0.687803211350096,147
"NOTIKEWIN RIVER AT MANNING",2013-05-15,2013,135,-12,1.40118193977396,147
"NOTIKEWIN RIVER AT MANNING",2014-05-03,2014,123,-24,1.63830875861496,147
"NOTIKEWIN RIVER AT MANNING",2015-03-16,2015,75,-72,1.12574371242894,147
"NOTIKEWIN RIVER AT MANNING",2016-09-04,2016,248,101,1.94911112981453,147
"NOTIKEWIN RIVER AT MANNING",2017-05-15,2017,135,-12,1.73077123650499,147
"NOTIKEWIN RIVER AT MANNING",2018-04-30,2018,120,-27,1.16909889444528,147
"NOTIKEWIN RIVER AT MANNING",2019-07-27,2019,208,61,2.04283973902814,147
"NOTIKEWIN RIVER AT MANNING",2020-07-05,2020,187,40,2.07864930521179,147
"NOTIKEWIN RIVER AT MANNING",2021-06-19,2021,170,23,1.29371451726207,147
"NOTIKEWIN RIVER AT MANNING",2022-05-08,2022,128,-19,2.04470991681592,147
"WABASCA RIVER AT HIGHWAY NO. 88",2000-07-19,2000,201,55,0.373407771987581,146
"WABASCA RIVER AT HIGHWAY NO. 88",2001-04-27,2001,117,-29,0.383800438579407,146
"WABASCA RIVER AT HIGHWAY NO. 88",2002-09-05,2002,248,102,-0.00434474287168318,146
"WABASCA RIVER AT HIGHWAY NO. 88",2003-04-24,2003,114,-32,0.502244946586425,146
"WABASCA RIVER AT HIGHWAY NO. 88",2004-04-12,2004,103,-43,0.527967220910669,146
"WABASCA RIVER AT HIGHWAY NO. 88",2005-04-17,2005,107,-39,0.752246116899802,146
"WABASCA RIVER AT HIGHWAY NO. 88",2006-07-14,2006,195,49,0.506827757363064,146
"WABASCA RIVER AT HIGHWAY NO. 88",2007-05-08,2007,128,-18,0.670079381538057,146
"WABASCA RIVER AT HIGHWAY NO. 88",2008-05-03,2008,124,-22,0.463386218401756,146
"WABASCA RIVER AT HIGHWAY NO. 88",2009-04-22,2009,112,-34,0.493221097603463,146
"WABASCA RIVER AT HIGHWAY NO. 88",2010-04-21,2010,111,-35,0.271981635088222,146
"WABASCA RIVER AT HIGHWAY NO. 88",2011-05-09,2011,129,-17,0.311693817075478,146
"WABASCA RIVER AT HIGHWAY NO. 88",2012-05-02,2012,123,-23,0.29843581588635,146
"WABASCA RIVER AT HIGHWAY NO. 88",2013-05-14,2013,134,-12,0.566048679662974,146
"WABASCA RIVER AT HIGHWAY NO. 88",2014-04-29,2014,119,-27,0.346643431250486,146
"WABASCA RIVER AT HIGHWAY NO. 88",2015-04-23,2015,113,-33,0.403403736163915,146
"WABASCA RIVER AT HIGHWAY NO. 88",2016-09-16,2016,260,114,0.241130732362501,146
"WABASCA RIVER AT HIGHWAY NO. 88",2017-03-01,2017,60,-86,0.170906224596382,146
"WABASCA RIVER AT HIGHWAY NO. 88",2018-07-04,2018,185,39,0.469343532550009,146
"WABASCA RIVER AT HIGHWAY NO. 88",2019-09-08,2019,251,105,0.344757800665497,146
"WABASCA RIVER AT HIGHWAY NO. 88",2020-07-22,2020,204,58,0.512890095121832,146
"WABASCA RIVER AT HIGHWAY NO. 88",2021-04-28,2021,118,-28,0.160235973065533,146
"WABASCA RIVER AT HIGHWAY NO. 88",2022-05-30,2022,150,4,0.480947549820814,146
"PEACE RIVER AT PEACE POINT (ALBERTA)",2000-09-14,2000,258,97,0.105746033063938,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2001-07-26,2001,207,46,0.18720433469691,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2002-07-21,2002,202,41,0.0831707147948377,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2003-05-05,2003,125,-36,0.112932099917911,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2004-09-29,2004,273,112,0.108525095445525,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2005-04-23,2005,113,-48,0.10593074155444,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2006-03-02,2006,61,-100,0.00845855026038123,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2007-04-27,2007,117,-44,0.150715970109112,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2008-05-05,2008,126,-35,0.0632055850906639,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2009-07-15,2009,196,35,0.105967686934092,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2010-03-01,2010,60,-101,0.0241033692575802,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2011-07-15,2011,196,35,0.194735383509059,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2012-06-14,2012,166,5,0.103136560403734,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2013-05-19,2013,139,-22,0.122811377441167,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2014-05-03,2014,123,-38,0.129094524451747,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2015-04-30,2015,120,-41,0.0571795583075583,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2016-09-10,2016,254,93,0.123418369340633,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2017-05-19,2017,139,-22,0.120246715245804,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2018-07-29,2018,210,49,0.110259556295602,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2019-08-27,2019,239,78,0.0635928228570179,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2020-07-08,2020,190,29,0.182391967852449,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2021-04-28,2021,118,-43,0.0777155533670579,161
"PEACE RIVER AT PEACE POINT (ALBERTA)",2022-05-11,2022,131,-30,0.128761345730926,161
"WATERFOUND RIVER BELOW THERIAU LAKE",2000-05-28,2000,149,-47,0.0534638168790316,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2001-05-24,2001,144,-52,-0.00978670258035508,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2002-09-19,2002,262,66,0.0609527682427915,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2003-10-28,2003,301,105,0.143724344126655,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2004-02-29,2004,60,-136,0.10356345113101,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2005-10-23,2005,296,100,0.115032279543755,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2006-03-01,2006,60,-136,0.0769693210602999,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2007-05-17,2007,137,-59,0.046788378961426,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2008-03-21,2008,81,-115,0.0123326601935535,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2009-09-19,2009,262,66,0.180027205178143,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2010-03-01,2010,60,-136,0.0795655427174328,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2011-08-30,2011,242,46,0.0284285335311474,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2012-09-22,2012,266,70,0.0390647692307911,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2013-05-23,2013,143,-53,0.0285128834333825,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2014-06-12,2014,163,-33,0.0150717570758578,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2015-03-28,2015,87,-109,-0.065151618905616,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2016-10-30,2016,304,108,0.0803083557148139,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2017-03-01,2017,60,-136,0.0656880640060015,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2018-08-10,2018,222,26,0.0868515066755735,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2019-09-08,2019,251,55,0.0464853895778647,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2020-10-19,2020,293,97,0.143926089798811,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2021-06-17,2021,168,-28,0.154010968862362,196
"WATERFOUND RIVER BELOW THERIAU LAKE",2022-05-20,2022,140,-56,0.0586637807011636,196
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2000-09-01,2000,245,62,0.0213823022976853,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2001-06-02,2001,153,-30,0.054313662758807,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2002-09-15,2002,258,75,0.0682476593633179,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2003-06-06,2003,157,-26,0.10612021608714,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2004-03-28,2004,88,-95,0.0605169677634749,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2005-06-08,2005,159,-24,0.0721757555169833,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2006-05-03,2006,123,-60,0.0677750669908969,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2007-05-19,2007,139,-44,0.0364436365806925,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2008-03-19,2008,79,-104,0.00949946795958911,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2009-09-04,2009,247,64,0.0842865272529829,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2010-04-22,2010,112,-71,0.0483185811569133,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2011-03-07,2011,66,-117,-0.0191269197377852,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2012-05-24,2012,145,-38,0.0143203261957647,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2013-06-01,2013,152,-31,0.00962044246707605,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2014-06-17,2014,168,-15,0.00502924139960426,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2015-05-06,2015,126,-57,-0.0351846658764133,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2016-10-30,2016,304,121,0.0502772509832023,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2017-03-11,2017,70,-113,0.0421709655586244,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2018-08-10,2018,222,39,0.07315505529661,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2019-10-06,2019,279,96,0.0503598145973871,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2020-10-27,2020,301,118,0.0929597297685143,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2021-06-28,2021,179,-4,0.151251166383825,183
"FOND DU LAC RIVER AT OUTLET OF BLACK LAKE",2022-03-14,2022,73,-110,0.0299687612960677,183
"DOUGLAS RIVER NEAR CLUFF LAKE",2000-10-25,2000,299,157,0.239852495101545,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2001-05-04,2001,124,-18,0.20948065207951,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2002-10-11,2002,284,142,0.0994067966249537,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2003-04-26,2003,116,-26,0.323172809310089,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2004-06-08,2004,160,18,0.303526327660246,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2005-04-28,2005,118,-24,0.553917470420323,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2006-04-19,2006,109,-33,0.362253374908851,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2007-05-03,2007,123,-19,0.322709853598907,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2008-05-10,2008,131,-11,0.33767523140271,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2009-07-07,2009,188,46,0.243923479645695,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2010-04-15,2010,105,-37,0.110509670848906,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2011-03-12,2011,71,-71,0.0598426096524598,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2012-07-12,2012,194,52,0.277830865572558,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2013-07-19,2013,200,58,0.578263335006228,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2014-06-09,2014,160,18,0.357697396517006,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2015-04-20,2015,110,-32,0.154511710542276,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2016-09-10,2016,254,112,0.468862920929558,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2017-04-09,2017,99,-43,0.24622062475841,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2018-05-03,2018,123,-19,0.207741664686805,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2019-08-25,2019,237,95,0.255798434319245,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2020-08-16,2020,229,87,0.842217320596123,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2021-05-14,2021,134,-8,0.572685501354538,142
"DOUGLAS RIVER NEAR CLUFF LAKE",2022-05-11,2022,131,-11,0.462456208668495,142
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2000-10-27,2000,301,150,0.0930053008551024,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2001-05-09,2001,129,-22,0.085395644627835,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2002-08-18,2002,230,79,0.089445455489599,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2003-05-09,2003,129,-22,0.104388846329041,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2004-06-14,2004,166,15,0.0749392578706289,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2005-08-22,2005,234,83,0.193425087524457,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2006-04-23,2006,113,-38,0.106445139442649,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2007-05-08,2007,128,-23,0.0856281436977346,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2008-05-15,2008,136,-15,0.07018237494962,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2009-07-25,2009,206,55,0.136974360286016,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2010-04-19,2010,109,-42,0.0706782940428937,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2011-03-15,2011,74,-77,-0.00842323195378003,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2012-07-19,2012,201,50,0.0371591899912501,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2013-07-12,2013,193,42,0.0483029010919864,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2014-06-09,2014,160,9,0.101958201671149,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2015-04-29,2015,119,-32,0.0285227536873558,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2016-09-23,2016,267,116,0.112441497831474,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2017-04-18,2017,108,-43,0.079933968651236,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2018-05-10,2018,130,-21,0.032541859459998,151
"MACFARLANE RIVER AT OUTLET OF DAVY LAKE",2019-09-12,2019,255,104,0.0247209419614762,151
