"station","year","month","variable","value"
"10ED002",1968,12,"snowfall",0.0218794979959456
"10ED002",1969,1,"snowfall",0.012373920495449
"10ED002",1969,2,"snowfall",0.0140537440344092
"10ED002",1969,3,"snowfall",0.0282174607549481
"10ED002",1969,4,"snowfall",0.0373853972367129
"10ED002",1969,5,"snowfall",0.0176063331393743
"10ED002",1969,6,"snowfall",0.00248546054620643
"10ED002",1969,7,"snowfall",0.00250698587975946
"10ED002",1969,8,"snowfall",0.0120957189812372
"10ED002",1969,9,"snowfall",0.0153684694959239
"10ED002",1969,10,"snowfall",0.0168857714744454
"10ED002",1969,11,"snowfall",0.0490214995893801
"10ED002",1969,12,"snowfall",0.0174677836052825
"10ED002",1970,1,"snowfall",0.033866741685946
"10ED002",1970,2,"snowfall",0.0203786420775425
"10ED002",1970,3,"snowfall",0.0193948967072546
"10ED002",1970,4,"snowfall",0.0268022395341423
"10ED002",1970,5,"snowfall",0.0211437336321286
"10ED002",1970,6,"snowfall",0.00453247628469429
"10ED002",1970,7,"snowfall",0.00379037150989581
"10ED002",1970,8,"snowfall",0.00235266151515784
"10ED002",1970,9,"snowfall",0.0220242716965597
"10ED002",1970,10,"snowfall",0.0404582899616068
"10ED002",1970,11,"snowfall",0.0179807899877195
"10ED002",1970,12,"snowfall",0.0284810403952513
"10ED002",1971,1,"snowfall",0.0333512580810032
"10ED002",1971,2,"snowfall",0.0221934900723229
"10ED002",1971,3,"snowfall",0.0218217828194384
"10ED002",1971,4,"snowfall",0.032229671960225
"10ED002",1971,5,"snowfall",0.028368050626902
"10ED002",1971,6,"snowfall",0.0024955229692684
"10ED002",1971,7,"snowfall",0.000489158556415641
"10ED002",1971,8,"snowfall",0.000148979353696262
"10ED002",1971,9,"snowfall",0.0122695128066967
"10ED002",1971,10,"snowfall",0.0255355423215444
"10ED002",1971,11,"snowfall",0.0356045257809815
"10ED002",1971,12,"snowfall",0.0236539540427057
"10ED002",1972,1,"snowfall",0.0320447794016
"10ED002",1972,2,"snowfall",0.0328558379190555
"10ED002",1972,3,"snowfall",0.0353625754357883
"10ED002",1972,4,"snowfall",0.0411190186906041
"10ED002",1972,5,"snowfall",0.0130735703806693
"10ED002",1972,6,"snowfall",0.00459684269896391
"10ED002",1972,7,"snowfall",0.00153830819599666
"10ED002",1972,8,"snowfall",0.00034042546596485
"10ED002",1972,9,"snowfall",0.0241273683566694
"10ED002",1972,10,"snowfall",0.0476683596007686
"10ED002",1972,11,"snowfall",0.0257899587002668
"10ED002",1972,12,"snowfall",0.0348068545917078
"10ED002",1973,1,"snowfall",0.0370345178222502
"10ED002",1973,2,"snowfall",0.0220196045145111
"10ED002",1973,3,"snowfall",0.0224272453100691
"10ED002",1973,4,"snowfall",0.0194611576276957
"10ED002",1973,5,"snowfall",0.0202677547868497
"10ED002",1973,6,"snowfall",0.00685074081685143
"10ED002",1973,7,"snowfall",0.000739891030979702
"10ED002",1973,8,"snowfall",0.00792596706889811
"10ED002",1973,9,"snowfall",0.0125477149745144
"10ED002",1973,10,"snowfall",0.0339281301179341
"10ED002",1973,11,"snowfall",0.0269576404587123
"10ED002",1973,12,"snowfall",0.0306086846163483
"10ED002",1974,1,"snowfall",0.0290273558129002
"10ED002",1974,2,"snowfall",0.0310720942853507
"10ED002",1974,3,"snowfall",0.029962540787043
"10ED002",1974,4,"snowfall",0.0272313690074079
"10ED002",1974,5,"snowfall",0.0328079373662985
"10ED002",1974,6,"snowfall",0.00532596659933332
"10ED002",1974,7,"snowfall",0.00671602441729186
"10ED002",1974,8,"snowfall",0.00365971881064662
"10ED002",1974,9,"snowfall",0.027993243399306
"10ED002",1974,10,"snowfall",0.0556710520318167
"10ED002",1974,11,"snowfall",0.0236859629991167
"10ED002",1974,12,"snowfall",0.034603332162947
"10ED002",1975,1,"snowfall",0.0370288630703416
"10ED002",1975,2,"snowfall",0.013559884087572
"10ED002",1975,3,"snowfall",0.0284378397611423
"10ED002",1975,4,"snowfall",0.0217840882587303
"10ED002",1975,5,"snowfall",0.0149902080393378
"10ED002",1975,6,"snowfall",0.00496067844487065
"10ED002",1975,7,"snowfall",0.000901415253725007
"10ED002",1975,8,"snowfall",0.00089061381266578
"10ED002",1975,9,"snowfall",0.00887198924358256
"10ED002",1975,10,"snowfall",0.0307749986254929
"10ED002",1975,11,"snowfall",0.0404629082862653
"10ED002",1975,12,"snowfall",0.0358123332517931
"10ED002",1976,1,"snowfall",0.0379982891183648
"10ED002",1976,2,"snowfall",0.0382366397920031
"10ED002",1976,3,"snowfall",0.029190068986972
"10ED002",1976,4,"snowfall",0.0318301082958601
"10ED002",1976,5,"snowfall",0.0196654567787217
"10ED002",1976,6,"snowfall",0.0166019651279541
"10ED002",1976,7,"snowfall",0.00129650940963869
"10ED002",1976,8,"snowfall",0.000695746689362079
"10ED002",1976,9,"snowfall",0.00487890307747548
"10ED002",1976,10,"snowfall",0.0332276323574679
"10ED002",1976,11,"snowfall",0.0238182084693959
"10ED002",1976,12,"snowfall",0.0354931163713724
"10ED002",1977,1,"snowfall",0.0328259691811619
"10ED002",1977,2,"snowfall",0.020187763817109
"10ED002",1977,3,"snowfall",0.0295710023743328
"10ED002",1977,4,"snowfall",0.0207857833109154
"10ED002",1977,5,"snowfall",0.0303609649913067
"10ED002",1977,6,"snowfall",0.00636226960130104
"10ED002",1977,7,"snowfall",0.00263891646115665
"10ED002",1977,8,"snowfall",0.001942580231301
"10ED002",1977,9,"snowfall",0.00877308366321665
"10ED002",1977,10,"snowfall",0.0326926089157688
"10ED002",1977,11,"snowfall",0.0348013830940817
"10ED002",1977,12,"snowfall",0.018953364420682
"10ED002",1978,1,"snowfall",0.0159360231355878
"10ED002",1978,2,"snowfall",0.0110479928959388
"10ED002",1978,3,"snowfall",0.0265366728991869
"10ED002",1978,4,"snowfall",0.0166693622405193
"10ED002",1978,5,"snowfall",0.025628541567443
"10ED002",1978,6,"snowfall",0.00183068966050541
"10ED002",1978,7,"snowfall",0.0016425965292792
"10ED002",1978,8,"snowfall",0.00169108227251735
"10ED002",1978,9,"snowfall",0.00796293405193409
"10ED002",1978,10,"snowfall",0.0401178095294188
"10ED002",1978,11,"snowfall",0.0528009660450713
"10ED002",1978,12,"snowfall",0.0316683320899677
"10ED002",1979,1,"snowfall",0.0132480599549114
"10ED002",1979,2,"snowfall",0.0328063217462879
"10ED002",1979,3,"snowfall",0.0419598981752017
"10ED002",1979,4,"snowfall",0.0153683847042593
"10ED002",1979,5,"snowfall",0.0201471061076943
"10ED002",1979,6,"snowfall",0.00319234914796971
"10ED002",1979,7,"snowfall",0.000120088516413841
"10ED002",1979,8,"snowfall",1.20949569392005e-05
"10ED002",1979,9,"snowfall",0.00614407828765521
"10ED002",1979,10,"snowfall",0.0117566400456874
"10ED002",1979,11,"snowfall",0.016090119199861
"10ED002",1979,12,"snowfall",0.0439128263637976
"10ED002",1980,1,"snowfall",0.0239481555600654
"10ED002",1980,2,"snowfall",0.0185490391993331
"10ED002",1980,3,"snowfall",0.0265110667484476
"10ED002",1980,4,"snowfall",0.017892184019485
"10ED002",1980,5,"snowfall",0.0115012775192271
"10ED002",1980,6,"snowfall",0.00296821413035475
"10ED002",1980,7,"snowfall",9.26890422645263e-05
"10ED002",1980,8,"snowfall",0.00135970401817429
"10ED002",1980,9,"snowfall",0.0345527784584347
"10ED002",1980,10,"snowfall",0.0247788713276743
"10ED002",1980,11,"snowfall",0.0380318862845264
"10ED002",1980,12,"snowfall",0.0418607435037748
"10ED002",1981,1,"snowfall",0.0212337321848764
"10ED002",1981,2,"snowfall",0.0299490367278144
"10ED002",1981,3,"snowfall",0.0203756619652621
"10ED002",1981,4,"snowfall",0.0622778127941629
"10ED002",1981,5,"snowfall",0.0104349780649089
"10ED002",1981,6,"snowfall",0.00304810388487205
"10ED002",1981,7,"snowfall",0.000430201725580217
"10ED002",1981,8,"snowfall",0.00446812462905781
"10ED002",1981,9,"snowfall",0.011464391120627
"10ED002",1981,10,"snowfall",0.0749529825052505
"10ED002",1981,11,"snowfall",0.0411057493561774
"10ED002",1981,12,"snowfall",0.0223639845584193
"10ED002",1982,1,"snowfall",0.0314239421508418
"10ED002",1982,2,"snowfall",0.0246249417664194
"10ED002",1982,3,"snowfall",0.0244152305051306
"10ED002",1982,4,"snowfall",0.0344346188964296
"10ED002",1982,5,"snowfall",0.0332895933109053
"10ED002",1982,6,"snowfall",0.00137816892283473
"10ED002",1982,7,"snowfall",0.000271999847665325
"10ED002",1982,8,"snowfall",0.0044698269667971
"10ED002",1982,9,"snowfall",0.00879436585354879
"10ED002",1982,10,"snowfall",0.0517382237646878
"10ED002",1982,11,"snowfall",0.0258901751855896
"10ED002",1982,12,"snowfall",0.0214364529598098
"10ED002",1983,1,"snowfall",0.0342481218852423
"10ED002",1983,2,"snowfall",0.0195588432211851
"10ED002",1983,3,"snowfall",0.0148307231736831
"10ED002",1983,4,"snowfall",0.0249246969016674
"10ED002",1983,5,"snowfall",0.0372399033817869
"10ED002",1983,6,"snowfall",0.00385722864838282
"10ED002",1983,7,"snowfall",0.000279212296644566
"10ED002",1983,8,"snowfall",0.00227573306341593
"10ED002",1983,9,"snowfall",0.0255252672933144
"10ED002",1983,10,"snowfall",0.0330858309455815
"10ED002",1983,11,"snowfall",0.0125680369078672
"10ED002",1983,12,"snowfall",0.00893969160904797
"10ED002",1984,1,"snowfall",0.0453910412740428
"10ED002",1984,2,"snowfall",0.0302227535241675
"10ED002",1984,3,"snowfall",0.0199193131908846
"10ED002",1984,4,"snowfall",0.024721293441465
"10ED002",1984,5,"snowfall",0.0198564820932405
"10ED002",1984,6,"snowfall",0.00507304054591833
"10ED002",1984,7,"snowfall",0.000469710647487627
"10ED002",1984,8,"snowfall",0.0126438123576266
"10ED002",1984,9,"snowfall",0.0132906356923086
"10ED002",1984,10,"snowfall",0.0513940215095895
"10ED002",1984,11,"snowfall",0.0234155823418309
"10ED002",1984,12,"snowfall",0.0296639512495313
"10ED002",1985,1,"snowfall",0.0375777713628492
"10ED002",1985,2,"snowfall",0.0454568521458934
"10ED002",1985,3,"snowfall",0.0231886176784725
"10ED002",1985,4,"snowfall",0.0253207167420215
"10ED002",1985,5,"snowfall",0.0233645645277646
"10ED002",1985,6,"snowfall",0.00505086848310098
"10ED002",1985,7,"snowfall",0.000956718775321296
"10ED002",1985,8,"snowfall",0.00345779989946409
"10ED002",1985,9,"snowfall",0.0168798634042915
"10ED002",1985,10,"snowfall",0.047074893196283
"10ED002",1985,11,"snowfall",0.0249583432063218
"10ED002",1985,12,"snowfall",0.0295175980122435
"10ED002",1986,1,"snowfall",0.0361799570684267
"10ED002",1986,2,"snowfall",0.0135348455912028
"10ED002",1986,3,"snowfall",0.0449093200616368
"10ED002",1986,4,"snowfall",0.0363145352990948
"10ED002",1986,5,"snowfall",0.0261159230009484
"10ED002",1986,6,"snowfall",0.0049654925102325
"10ED002",1986,7,"snowfall",0.00213958986912538
"10ED002",1986,8,"snowfall",0.0074921138705687
"10ED002",1986,9,"snowfall",0.0171693436769235
"10ED002",1986,10,"snowfall",0.0404822969088733
"10ED002",1986,11,"snowfall",0.0331241599345913
"10ED002",1986,12,"snowfall",0.0239127527048106
"10ED002",1987,1,"snowfall",0.0243261488602234
"10ED002",1987,2,"snowfall",0.030645214212449
"10ED002",1987,3,"snowfall",0.0268226866326797
"10ED002",1987,4,"snowfall",0.0254795834271746
"10ED002",1987,5,"snowfall",0.0294678642328636
"10ED002",1987,6,"snowfall",0.00877789030396621
"10ED002",1987,7,"snowfall",0.00090847686388335
"10ED002",1987,8,"snowfall",0.0052437473190662
"10ED002",1987,9,"snowfall",0.0134323225964662
"10ED002",1987,10,"snowfall",0.0389228664152987
"10ED002",1987,11,"snowfall",0.0368721610141314
"10ED002",1987,12,"snowfall",0.025217435716252
"10ED002",1988,1,"snowfall",0.0264034450573198
"10ED002",1988,2,"snowfall",0.0234439543018632
"10ED002",1988,3,"snowfall",0.0333334050739013
"10ED002",1988,4,"snowfall",0.0414689103922421
"10ED002",1988,5,"snowfall",0.0291207757206576
"10ED002",1988,6,"snowfall",0.00373020861247866
"10ED002",1988,7,"snowfall",0.00243775650380017
"10ED002",1988,8,"snowfall",0.00032656086109399
"10ED002",1988,9,"snowfall",0.0223647091408006
"10ED002",1988,10,"snowfall",0.0538448756130659
"10ED002",1988,11,"snowfall",0.0445820347261583
"10ED002",1988,12,"snowfall",0.0231238690151762
"10ED002",1989,1,"snowfall",0.0411015166618937
"10ED002",1989,2,"snowfall",0.00910145400658208
"10ED002",1989,3,"snowfall",0.0328426228307324
"10ED002",1989,4,"snowfall",0.0154440197502049
"10ED002",1989,5,"snowfall",0.0230607714543086
"10ED002",1989,6,"snowfall",0.00123006212556097
"10ED002",1989,7,"snowfall",0.00057084724037678
"10ED002",1989,8,"snowfall",3.95354652190891e-06
"10ED002",1989,9,"snowfall",0.0172533909602415
"10ED002",1989,10,"snowfall",0.0529815988439754
"10ED002",1989,11,"snowfall",0.0515152427588398
"10ED002",1989,12,"snowfall",0.0387529872112974
"10ED002",1990,1,"snowfall",0.029563826600062
"10ED002",1990,2,"snowfall",0.0282507346532082
"10ED002",1990,3,"snowfall",0.0162437241195657
"10ED002",1990,4,"snowfall",0.0258941259334303
"10ED002",1990,5,"snowfall",0.024245003784298
"10ED002",1990,6,"snowfall",0.00375536099453799
"10ED002",1990,7,"snowfall",7.71380521901677e-05
"10ED002",1990,8,"snowfall",0.000915647227808736
"10ED002",1990,9,"snowfall",0.00907844853553887
"10ED002",1990,10,"snowfall",0.0570673101281589
"10ED002",1990,11,"snowfall",0.0434360969624088
"10ED002",1990,12,"snowfall",0.0477342808434084
"10ED002",1991,1,"snowfall",0.0209612083875934
"10ED002",1991,2,"snowfall",0.0301183059910545
"10ED002",1991,3,"snowfall",0.0271519734763192
"10ED002",1991,4,"snowfall",0.0109508480594523
"10ED002",1991,5,"snowfall",0.0119343274207194
"10ED002",1991,6,"snowfall",0.00232707803588057
"10ED002",1991,7,"snowfall",0.000695190255130134
"10ED002",1991,8,"snowfall",0.0256967074405173
"10ED002",1991,9,"snowfall",0.00970721409723916
"10ED002",1991,10,"snowfall",0.0481077738911095
"10ED002",1991,11,"snowfall",0.0572247130666013
"10ED002",1991,12,"snowfall",0.0630859758387048
"10ED002",1992,1,"snowfall",0.0335254451053318
"10ED002",1992,2,"snowfall",0.0244730487535121
"10ED002",1992,3,"snowfall",0.0161652259131719
"10ED002",1992,4,"snowfall",0.045585048600585
"10ED002",1992,5,"snowfall",0.0232877740602323
"10ED002",1992,6,"snowfall",0.00256840573816894
"10ED002",1992,7,"snowfall",0.000699438395053575
"10ED002",1992,8,"snowfall",0.00105293282895057
"10ED002",1992,9,"snowfall",0.0630641089614168
"10ED002",1992,10,"snowfall",0.0333248234520614
"10ED002",1992,11,"snowfall",0.032138988998124
"10ED002",1992,12,"snowfall",0.0200925404588615
"10ED002",1993,1,"snowfall",0.0224135232550835
"10ED002",1993,2,"snowfall",0.0331651053762303
"10ED002",1993,3,"snowfall",0.0133098932167098
"10ED002",1993,4,"snowfall",0.0182476099803711
"10ED002",1993,5,"snowfall",0.0141818761975114
"10ED002",1993,6,"snowfall",0.00216075445552454
"10ED002",1993,7,"snowfall",7.13456249841781e-05
"10ED002",1993,8,"snowfall",0.00145769918535955
"10ED002",1993,9,"snowfall",0.0147794156623258
"10ED002",1993,10,"snowfall",0.0375614054006325
"10ED002",1993,11,"snowfall",0.0527079914329396
"10ED002",1993,12,"snowfall",0.031321789896265
"10ED002",1994,1,"snowfall",0.0397676329335737
"10ED002",1994,2,"snowfall",0.0202658781357886
"10ED002",1994,3,"snowfall",0.023450774907141
"10ED002",1994,4,"snowfall",0.0214723930555851
"10ED002",1994,5,"snowfall",0.0120708534309855
"10ED002",1994,6,"snowfall",0.000967536118319562
"10ED002",1994,7,"snowfall",0.000624044836342099
"10ED002",1994,8,"snowfall",9.43610096038886e-05
"10ED002",1994,9,"snowfall",0.0160310472751414
"10ED002",1994,10,"snowfall",0.0334338910178278
"10ED002",1994,11,"snowfall",0.0354678377409954
"10ED002",1994,12,"snowfall",0.0231598801569168
"10ED002",1995,1,"snowfall",0.00659754106485773
"10ED002",1995,2,"snowfall",0.0263021400541985
"10ED002",1995,3,"snowfall",0.0317088544866636
"10ED002",1995,4,"snowfall",0.0164888974481213
"10ED002",1995,5,"snowfall",0.00805011337740974
"10ED002",1995,6,"snowfall",0.00100977372417497
"10ED002",1995,7,"snowfall",0.00045161352912447
"10ED002",1995,8,"snowfall",0.00198776608319359
"10ED002",1995,9,"snowfall",0.00220285769957374
"10ED002",1995,10,"snowfall",0.0292853807380741
"10ED002",1995,11,"snowfall",0.0527767816588689
"10ED002",1995,12,"snowfall",0.0279296580791412
"10ED002",1996,1,"snowfall",0.0305158600666731
"10ED002",1996,2,"snowfall",0.0357075826464943
"10ED002",1996,3,"snowfall",0.0388913593604742
"10ED002",1996,4,"snowfall",0.0298106045418211
"10ED002",1996,5,"snowfall",0.0164689828205034
"10ED002",1996,6,"snowfall",0.00638363684696524
"10ED002",1996,7,"snowfall",0.00113593827517187
"10ED002",1996,8,"snowfall",0.00204675039181182
"10ED002",1996,9,"snowfall",0.0182324409165648
"10ED002",1996,10,"snowfall",0.0420307081828886
"10ED002",1996,11,"snowfall",0.0174711899409693
"10ED002",1996,12,"snowfall",0.023516442446079
"10ED002",1997,1,"snowfall",0.0207516136569752
"10ED002",1997,2,"snowfall",0.0247026540765544
"10ED002",1997,3,"snowfall",0.0323066515896975
"10ED002",1997,4,"snowfall",0.0295993626850757
"10ED002",1997,5,"snowfall",0.0214012517441693
"10ED002",1997,6,"snowfall",0.00242606428066906
"10ED002",1997,7,"snowfall",0.00050845664497365
"10ED002",1997,8,"snowfall",0.000370962713675774
"10ED002",1997,9,"snowfall",0.00929265866435591
"10ED002",1997,10,"snowfall",0.0592668768968489
"10ED002",1997,11,"snowfall",0.0131347765553342
"10ED002",1997,12,"snowfall",0.03061967453481
"10ED002",1998,1,"snowfall",0.0160425416363774
"10ED002",1998,2,"snowfall",0.0109765727301798
"10ED002",1998,3,"snowfall",0.0177885336558694
"10ED002",1998,4,"snowfall",0.0309030528888261
"10ED002",1998,5,"snowfall",0.00646123830349137
"10ED002",1998,6,"snowfall",0.000669878062715904
"10ED002",1998,7,"snowfall",0.00127006394110171
"10ED002",1998,8,"snowfall",0.000874958573053975
"10ED002",1998,9,"snowfall",0.010440106777412
"10ED002",1998,10,"snowfall",0.0603644398771233
"10ED002",1998,11,"snowfall",0.0130125225665128
"10ED002",1998,12,"snowfall",0.0268059966050755
"10ED002",1999,1,"snowfall",0.0405750626083588
"10ED002",1999,2,"snowfall",0.0230774223403054
"10ED002",1999,3,"snowfall",0.0192994188555118
"10ED002",1999,4,"snowfall",0.0297867124319055
"10ED002",1999,5,"snowfall",0.048551629101265
"10ED002",1999,6,"snowfall",0.00820126132264803
"10ED002",1999,7,"snowfall",0.00193810044967996
"10ED002",1999,8,"snowfall",0.000723071114930628
"10ED002",1999,9,"snowfall",0.0124732436243237
"10ED002",1999,10,"snowfall",0.0428538933403355
"10ED002",1999,11,"snowfall",0.0378072733970527
"10ED002",1999,12,"snowfall",0.0366264503641327
"10ED002",2000,1,"snowfall",0.0183759177854722
"10ED002",2000,2,"snowfall",0.0129532029802045
"10ED002",2000,3,"snowfall",0.022165373990783
"10ED002",2000,4,"snowfall",0.0300321677376495
"10ED002",2000,5,"snowfall",0.0265382939786299
"10ED002",2000,6,"snowfall",0.00203513204493358
"10ED002",2000,7,"snowfall",3.56772514069769e-05
"10ED002",2000,8,"snowfall",0.00691818008580371
"10ED002",2000,9,"snowfall",0.0241345694826742
"10ED002",2000,10,"snowfall",0.0348664459603214
"10ED002",2000,11,"snowfall",0.0286731020058389
"10ED002",2000,12,"snowfall",0.0242054872079808
"10ED002",2001,1,"snowfall",0.0251041291716789
"10ED002",2001,2,"snowfall",0.0152036374326815
"10ED002",2001,3,"snowfall",0.0288913592609362
"10ED002",2001,4,"snowfall",0.0210767293941314
"10ED002",2001,5,"snowfall",0.0285304560259701
"10ED002",2001,6,"snowfall",0.0142626160651446
"10ED002",2001,7,"snowfall",0.000257805469417124
"10ED002",2001,8,"snowfall",0.000209817759953949
"10ED002",2001,9,"snowfall",0.0142530480112159
"10ED002",2001,10,"snowfall",0.052226350531463
"10ED002",2001,11,"snowfall",0.0398108432886491
"10ED002",2001,12,"snowfall",0.0334522425949362
"10ED002",2002,1,"snowfall",0.0215980222065265
"10ED002",2002,2,"snowfall",0.0208231574189188
"10ED002",2002,3,"snowfall",0.025091289132754
"10ED002",2002,4,"snowfall",0.021944675016335
"10ED002",2002,5,"snowfall",0.0270873196639212
"10ED002",2002,6,"snowfall",0.00460220742410314
"10ED002",2002,7,"snowfall",0.0051723158605383
"10ED002",2002,8,"snowfall",0.00180018996523491
"10ED002",2002,9,"snowfall",0.00978093013299452
"10ED002",2002,10,"snowfall",0.0257115329211408
"10ED002",2002,11,"snowfall",0.0393116941893688
"10ED002",2002,12,"snowfall",0.0185500426160798
"10ED002",2003,1,"snowfall",0.0451940533116456
"10ED002",2003,2,"snowfall",0.0196001764947577
"10ED002",2003,3,"snowfall",0.0393487135359386
"10ED002",2003,4,"snowfall",0.020707806335963
"10ED002",2003,5,"snowfall",0.0140960120036752
"10ED002",2003,6,"snowfall",0.00780941002503111
"10ED002",2003,7,"snowfall",0.000228730599828016
"10ED002",2003,8,"snowfall",0.00364654294141878
"10ED002",2003,9,"snowfall",0.0285911834873725
"10ED002",2003,10,"snowfall",0.0288877322540572
"10ED002",2003,11,"snowfall",0.030657725363382
"10ED002",2003,12,"snowfall",0.0305124866019392
"10ED002",2004,1,"snowfall",0.0465312128340407
"10ED002",2004,2,"snowfall",0.011579880093428
"10ED002",2004,3,"snowfall",0.0387607027261555
"10ED002",2004,4,"snowfall",0.0211296819326609
"10ED002",2004,5,"snowfall",0.0199368766427388
"10ED002",2004,6,"snowfall",0.000363502340456557
"10ED002",2004,7,"snowfall",0.00017011257558213
"10ED002",2004,8,"snowfall",0.00424911675931907
"10ED002",2004,9,"snowfall",0.0314246876751185
"10ED002",2004,10,"snowfall",0.0297198825391706
"10ED002",2004,11,"snowfall",0.0371644562072894
"10ED002",2004,12,"snowfall",0.0630109558775653
"10ED002",2005,1,"snowfall",0.0544115385505674
"10ED002",2005,2,"snowfall",0.0271798081428528
"10ED002",2005,3,"snowfall",0.0292296361244196
"10ED002",2005,4,"snowfall",0.0350342811788077
"10ED002",2005,5,"snowfall",0.013492221059215
"10ED002",2005,6,"snowfall",0.00179906985297357
"10ED002",2005,7,"snowfall",0.000737207273791356
"10ED002",2005,8,"snowfall",0.00167608161748966
"10ED002",2005,9,"snowfall",0.0109454187879466
"10ED002",2005,10,"snowfall",0.0304816710774451
"10ED002",2005,11,"snowfall",0.0400383949265977
"10ED002",2005,12,"snowfall",0.0207920389306806
"10ED002",2006,1,"snowfall",0.0334120745179231
"10ED002",2006,2,"snowfall",0.0200318710937876
"10ED002",2006,3,"snowfall",0.0348764171059981
"10ED002",2006,4,"snowfall",0.0283621122800252
"10ED002",2006,5,"snowfall",0.0318783142374979
"10ED002",2006,6,"snowfall",0.00362481189069844
"10ED002",2006,7,"snowfall",7.5060609117489e-05
"10ED002",2006,8,"snowfall",0.0010644100175523
"10ED002",2006,9,"snowfall",0.0120982133806449
"10ED002",2006,10,"snowfall",0.0351968016874213
"10ED002",2006,11,"snowfall",0.0450980606219643
"10ED002",2006,12,"snowfall",0.0274046182127087
"10ED002",2007,1,"snowfall",0.0320350963500653
"10ED002",2007,2,"snowfall",0.0371067128779605
"10ED002",2007,3,"snowfall",0.0655033984953703
"10ED002",2007,4,"snowfall",0.0206012205497135
"10ED002",2007,5,"snowfall",0.0189081483590547
"10ED002",2007,6,"snowfall",0.000513420051092611
"10ED002",2007,7,"snowfall",0.000588316324807039
"10ED002",2007,8,"snowfall",0.0010499655957764
"10ED002",2007,9,"snowfall",0.0425450435786648
"10ED002",2007,10,"snowfall",0.0634545237452281
"10ED002",2007,11,"snowfall",0.0216946412392299
"10ED002",2007,12,"snowfall",0.0303591895791739
"10ED002",2008,1,"snowfall",0.0310045907070646
"10ED002",2008,2,"snowfall",0.0335700931832485
"10ED002",2008,3,"snowfall",0.0273362581067315
"10ED002",2008,4,"snowfall",0.0281666053668203
"10ED002",2008,5,"snowfall",0.0156376084707232
"10ED002",2008,6,"snowfall",0.00559484410111892
"10ED002",2008,7,"snowfall",0.000878862530587099
"10ED002",2008,8,"snowfall",0.00229361640306086
"10ED002",2008,9,"snowfall",0.00627161440140949
"10ED002",2008,10,"snowfall",0.0443082080953891
"10ED002",2008,11,"snowfall",0.0484466863855581
"10ED002",2008,12,"snowfall",0.0463614540183683
"10ED002",2009,1,"snowfall",0.055507355423491
"10ED002",2009,2,"snowfall",0.0239138642935675
"10ED002",2009,3,"snowfall",0.0367910447711088
"10ED002",2009,4,"snowfall",0.0295534002734931
"10ED002",2009,5,"snowfall",0.0202163161008216
"10ED002",2009,6,"snowfall",0.00329239679020418
"10ED002",2009,7,"snowfall",0.000161021434976107
"10ED002",2009,8,"snowfall",0.00112623698951073
"10ED002",2009,9,"snowfall",0.0160697759331895
"10ED002",2009,10,"snowfall",0.0560860965963532
"10ED002",2009,11,"snowfall",0.0237821303808637
"10ED002",2009,12,"snowfall",0.0157307936710048
"10ED002",2010,1,"snowfall",0.0365510349755052
"10ED002",2010,2,"snowfall",0.00841778435152467
"10ED002",2010,3,"snowfall",0.0331530666334242
"10ED002",2010,4,"snowfall",0.0131512847674983
"10ED002",2010,5,"snowfall",0.0163009606635036
"10ED002",2010,6,"snowfall",0.00332232151234994
"10ED002",2010,7,"snowfall",0.00203306078362206
"10ED002",2010,8,"snowfall",0.00151844330761516
"10ED002",2010,9,"snowfall",0.0208842227984689
"10ED002",2010,10,"snowfall",0.0401384743568167
"10ED002",2010,11,"snowfall",0.0254793012343129
"10ED002",2010,12,"snowfall",0.0356584809024534
"10ED002",2011,1,"snowfall",0.0339861362942977
"10ED002",2011,2,"snowfall",0.0276641062230715
"10ED002",2011,3,"snowfall",0.0192577118403469
"10ED002",2011,4,"snowfall",0.0207322931483432
"10ED002",2011,5,"snowfall",0.019725691676773
"10ED002",2011,6,"snowfall",0.0060361338226706
"10ED002",2011,7,"snowfall",0.00040305387869979
"10ED002",2011,8,"snowfall",0.00249697836147092
"10ED002",2011,9,"snowfall",0.0189298888196073
"10ED002",2011,10,"snowfall",0.0280493953328515
"10ED002",2011,11,"snowfall",0.0388687740046905
"10ED002",2011,12,"snowfall",0.0350754915006122
"10ED002",2012,1,"snowfall",0.0377172421363384
"10ED002",2012,2,"snowfall",0.0127617663955027
"10ED002",2012,3,"snowfall",0.0351252991815605
"10ED002",2012,4,"snowfall",0.0323279685485641
"10ED002",2012,5,"snowfall",0.0308924211103624
"10ED002",2012,6,"snowfall",0.00449123625911347
"10ED002",2012,7,"snowfall",0.0016954236125575
"10ED002",2012,8,"snowfall",0.00199753150300052
"10ED002",2012,9,"snowfall",0.00994807367981984
"10ED002",2012,10,"snowfall",0.0427929611757444
"10ED002",2012,11,"snowfall",0.0491848057222358
"10ED002",2012,12,"snowfall",0.0320592235401161
"10ED002",2013,1,"snowfall",0.0489084020784388
"10ED002",2013,2,"snowfall",0.0242079685817593
"10ED002",2013,3,"snowfall",0.0180091549491641
"10ED002",2013,4,"snowfall",0.069943361040434
"10ED002",2013,5,"snowfall",0.0135188112280796
"10ED002",2013,6,"snowfall",0.00224188533600754
"10ED002",2013,7,"snowfall",0.0018366439225883
"10ED002",2013,8,"snowfall",0.00103403036130534
"10ED002",2013,9,"snowfall",0.0154588887051055
